Year,Gender,Class,NrPS1,NrPSM1,NrPSA1,NrPCA1,NrPC1,NFS1,NPS1,NPC1,NET1,NL1,NrPS2,NrPSM2,NrPSA2,NrPCA2,NrPC2,NFS2,NPS2,NPC2,NET2,NL2,BS,PF,ECTS
2014,0,8,7,0,0,0,7,10,0,1.88,0,2.1,2,0,0,0,0,4.2,0,0,0,0,0,14.8,4
2010,0,3,7,0,0,3,3,10,0,6.81,9.9,3.6,7,0,2,0,0,10,0.43,0,6.6,2.7,0,48.78,7
2015,0,10,7,0,0,0,7,10,0,1.88,7.6,2.5,7,1,0,0,6,10,2.17,1.73,2.5,2.6,6,45.6,6
2009,0,14,7,0,0,0,4,10,0,1.01,7.1,2.2,6,0,0,0,1,9.42,0,0.14,9.2,2.2,0,42.93,4
2013,0,14,7,3,1,0,7,10,6.23,1.88,4,2.3,7,3,2,0,7,10,6.52,1.88,7.2,2.5,2.5,53.59,8
2016,0,1,7,1,1,0,7,10,2.46,1.88,6.5,3.3,7,3,2,0,6,10,6.52,1.59,2.7,2.3,9.71,56.4,8
2014,1,1,7,2,1,0,6,10,4.49,1.59,7.6,2.5,7,4,1,0,6,10,7.68,1.59,7.8,3.1,0.5,57.52,8
2013,0,6,7,0,0,0,6,10,0,1.59,4,2.6,7,0,0,0,7,10,0,1.88,8.8,2.7,2,43.14,4
2009,0,8,7,4,0,2,2,10,7.39,4.78,9,2.7,6,2,0,0,0,9.71,4.2,0,5.6,3.3,26,82.32,10
2010,0,4,7,0,1,4,1,10,0.14,7.68,9,3,7,0,1,0,6,10,0.14,1.59,8,2.8,1.5,50.5,7
2009,0,10,0,0,0,0,0,0,0,0,7.5,2.4,1,0,0,0,1,2.17,0,0.14,3.5,0,0,19.61,4
2010,0,13,7,0,0,3,3,10,0,6.81,9.8,3,7,0,0,0,14,10,0,3.91,8.7,2.5,0,50.43,7
2011,0,8,7,0,0,0,4,10,0,1.01,9,0,0,0,0,0,0,0,0,0,0,0,0,19,4
2014,0,6,7,0,0,0,7,10,0,1.88,4.7,2.9,3,0,0,0,3,5.94,0,0.72,5.4,2.7,0,35.03,4
2015,0,8,6,1,0,0,1,9.42,2.17,0.14,1.7,2.05,3,0,0,0,0,5.94,0,0,2.35,0,3,25.96,4
2012,0,10,7,3,2,3,4,10,6.52,7.1,8,6.2,7,1,3,6,1,10,3.04,9.71,8.2,5,29.49,98.1,10
2016,0,8,7,2,0,0,7,10,4.2,1.88,3.6,1.8,4,0,0,0,4,7.39,0,1.01,1.3,0,4.5,32.21,4
2010,0,5,7,2,0,0,1,10,4.2,0.14,8.8,3,7,3,0,0,0,10,5.94,0,6.1,2,0,52.55,8
2016,0,7,7,0,1,0,7,10,0.14,1.88,5.8,2,7,1,0,0,7,10,2.17,1.88,1.9,2.45,11.14,47.29,6
2010,1,9,2,0,0,0,1,4.2,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,4
2010,0,12,7,0,0,1,5,10,0,3.62,6.2,2.7,7,0,1,0,11,10,0.14,3.04,7,2.7,1,43.76,4
2009,0,6,7,0,0,0,0,10,0,0,7.2,2.7,7,1,0,0,5,10,2.17,1.3,7,3.3,0,45.75,6
2016,0,12,7,5,0,1,6,10,8.55,3.91,7.5,3.6,6,5,0,1,6,9.42,8.55,3.91,5.6,5.8,32.25,99.25,10
2011,0,2,7,1,1,0,4,10,2.46,1.01,8.1,2.1,7,1,0,0,6,10,2.17,1.59,7,2.5,2.42,49.63,7
2013,1,10,7,0,0,0,7,10,0,1.88,5.4,2.8,7,0,0,0,6,10,0,1.59,7.4,2.3,1.55,42.34,4
2013,1,13,7,0,1,0,7,10,0.14,1.88,4.7,3.5,7,1,3,0,7,10,3.04,1.88,8,2.7,4.5,50.35,7
2016,0,3,7,1,0,0,7,10,2.17,1.88,3.8,2.3,7,1,0,0,7,10,2.17,1.88,3.3,2.5,11.64,49.54,7
2010,0,4,6,0,0,1,2,9.42,0,2.75,9,2.8,7,0,0,0,2,10,0,0.43,8,2.7,1.5,47.74,7
2010,0,3,3,0,0,0,5,5.94,0,1.3,9.4,2.2,0,0,0,0,0,0,0,0,0,0,0,20.38,4
2011,1,14,7,6,1,2,4,10,9.71,5.36,9.8,7.5,7,5,0,0,4,10,8.55,1.01,9.8,4.3,19,99,10
2012,0,5,7,0,2,0,7,10,0.43,1.88,7.8,2.15,7,2,2,0,6,10,4.78,1.59,4.7,2.1,4.08,48.22,6
2013,0,1,6,0,0,0,6,9.42,0,1.59,7.4,2.8,7,1,0,0,6,10,2.17,1.59,8.4,2.1,2.5,48.36,7
2009,0,13,7,0,1,0,6,10,0.14,1.59,6.2,2.1,7,0,0,2,3,10,0,5.07,6,2.2,2,41.58,4
2014,1,8,7,0,0,0,7,10,0,1.88,8.3,2.6,7,0,0,0,7,10,0,1.88,8.4,2.33,3.57,49.01,7
2011,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2013,0,12,4,0,0,0,0,7.39,0,0,1.7,2.1,0,0,0,0,1,0,0,0.14,0,2,0,14.88,4
2014,1,4,7,3,1,4,3,10,6.23,8.26,7.1,3.7,7,3,0,2,5,10,5.94,5.65,8.8,5.2,23.64,89.74,10
2013,0,3,7,0,0,0,6,10,0,1.59,7.6,2.6,7,0,0,0,7,10,0,1.88,8,2.2,1.5,45.27,6
2014,1,4,7,2,1,0,7,10,4.49,1.88,9.4,3.65,7,3,0,1,6,10,5.94,3.91,9.2,4.55,20.14,84.62,10
2013,0,10,7,4,3,1,6,10,8.26,3.91,8.7,6.7,7,3,0,0,6,10,5.94,1.59,8,2.7,28.14,96.04,10
2013,0,5,7,0,0,0,7,10,0,1.88,8.5,2.9,7,0,0,0,7,10,0,1.88,9.4,2,2.85,49.74,7
2013,1,1,7,1,0,0,7,10,2.17,1.88,3.7,2.2,7,0,2,0,7,10,0.43,1.88,7,2.2,3,42.62,4
2013,0,6,7,0,0,0,5,10,0,1.3,6.2,2.2,7,0,0,0,7,10,0,1.88,7.7,2,1.5,42.02,4
2012,0,1,7,0,1,0,6,10,0.14,1.59,8,2.8,7,0,1,0,7,10,0.14,1.88,5.9,2.1,9.56,51.66,7
2014,0,8,7,0,0,0,6,10,0,1.59,6.2,2.55,7,1,0,0,6,10,2.17,1.59,8.9,2.13,1.06,46.09,6
2014,0,9,7,0,0,0,6,10,0,1.59,8.9,2.35,7,0,0,0,7,10,0,1.88,8.4,2.3,3.5,49.13,7
2015,1,8,7,2,0,0,7,10,4.2,1.88,8.2,3.3,7,0,0,0,7,10,0,2.02,3,2.6,13.5,58.1,8
2010,0,13,7,1,0,3,3,10,2.17,6.81,9.5,2.65,7,2,0,0,10,10,4.2,2.75,7.2,2.1,0,52.95,8
2014,0,4,7,0,1,0,7,10,0.14,1.88,6.6,2.4,7,0,0,0,6,10,0,1.59,8.9,2.55,3.5,47.55,6
2015,1,14,7,0,0,0,6,10,0,1.59,7.2,2.15,7,0,0,0,7,10,0,2.02,2.2,2.15,6.14,41.33,4
2011,0,3,4,1,0,0,2,8.26,2.17,0.43,0,2.2,6,0,0,0,5,9.42,0,1.3,5.8,2.3,1,31.99,4
2009,0,4,6,0,0,0,0,9.42,0,0,5.3,2.8,6,0,0,0,0,9.71,0,0,6.5,2,3,40.5,4
2010,0,2,7,0,0,0,4,10,0,1.01,7.5,2.2,7,0,0,0,5,10,0,1.3,7.2,2.2,0,41.65,4
2011,0,2,5,0,0,0,1,8.84,0,0.14,8.9,2.2,5,0,0,0,1,8.84,0,0.14,6.7,2.1,1.14,41.5,4
2012,0,9,7,0,0,0,6,10,0,1.59,6.9,2.8,7,0,1,0,6,10,0.14,1.59,6.6,2,11.17,52.38,7
2013,1,1,7,0,0,0,7,10,0,1.88,3.5,3.2,7,1,1,0,7,10,2.46,1.88,7.6,2.2,8.14,49.87,7
2012,0,13,7,0,0,0,5,10,0,1.3,8.4,2.8,7,2,0,0,7,10,4.2,1.88,5.6,2.2,5,51.25,7
2012,0,10,7,2,1,0,7,10,4.49,1.88,7.3,2.9,7,1,1,0,7,10,2.46,1.88,6.5,2.3,21.8,71.04,9
2012,0,11,7,0,3,0,4,10,0.72,1.01,9.1,2.75,6,2,0,0,4,9.42,4.2,1.01,6.6,2.1,6.16,54.26,7
2016,0,8,7,2,0,0,7,10,4.2,1.88,3.2,2,7,1,0,0,7,10,2.17,1.88,3,2.6,3.14,41.49,4
2009,0,14,6,0,0,0,2,9.42,0,0.43,6.9,0,7,0,0,0,3,10,0,0.72,9.7,2.4,0,39.8,4
2016,0,14,7,0,0,0,7,10,0,1.88,5.5,2.6,6,2,0,0,6,9.42,4.2,1.59,4.4,3.25,6.64,49.49,7
2009,0,3,5,0,0,0,0,8.84,0,0,9.5,2.1,3,0,0,0,0,5.94,0,0,0,2.1,0,30.31,4
2012,0,8,6,1,0,0,7,9.42,2.17,1.88,8.2,2.5,7,0,1,0,7,10,0.14,1.88,6.1,2.5,9.93,54.37,7
2012,0,12,7,6,1,5,1,10,9.71,8.84,8.9,5.1,5,5,0,1,4,8.55,8.55,3.33,9.9,2.1,12.9,84.22,10
2010,0,1,6,0,0,0,1,9.42,0,0.14,3,3.8,6,0,0,0,0,9.42,0,0,4,2.1,0,33.24,4
2014,0,10,7,1,1,0,7,10,2.46,1.88,8.7,2,7,1,2,0,7,10,2.75,1.88,8.2,2.28,4.92,54.69,8
2012,0,14,3,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,4
2016,1,1,7,0,1,0,6,10,0.14,1.59,4.6,2.2,7,3,0,0,7,10,5.94,1.88,2,2.75,6.92,46.03,5
2010,0,9,7,5,0,1,3,10,8.55,3.04,8.3,3.75,7,2,1,0,0,10,4.49,0,5.6,2.5,4.5,61.61,9
2010,1,6,7,0,0,3,1,10,0,6.23,8.2,2.1,6,0,0,0,10,9.42,0,2.75,7.4,2.3,0,44.01,4
2009,0,1,7,0,0,0,5,10,0,1.3,5.9,2.3,7,0,0,2,5,10,0,5.65,7.4,2.2,0,41.24,4
2009,1,1,6,1,1,1,6,9.71,2.46,3.91,9.5,3.3,7,1,1,2,4,10,2.46,5.36,7.1,3.6,0,54.85,8
2016,0,8,7,0,1,0,6,10,0.14,1.59,3,2.3,7,1,0,0,6,10,2.17,1.59,1.6,2.2,9.71,41.46,4
2009,0,3,6,2,0,0,4,9.42,4.2,1.01,8.1,2,5,1,0,2,4,8.55,2.17,5.36,8.9,2.2,0,50.04,8
2009,0,14,7,1,0,1,6,10,2.17,3.91,9.5,3,7,0,1,3,4,10,0.14,7.1,6,3.1,2,52.11,8
2009,0,14,6,0,0,0,2,9.42,0,0.43,1.7,2.4,4,0,0,0,0,7.39,0,0,0,2.2,0,22.89,2
2016,0,11,7,0,0,0,5,10,0,1.3,3.1,1.7,4,1,0,0,3,7.39,2.17,0.72,1.15,0,1.5,25.89,4
2009,1,11,7,0,2,0,7,10,0.43,1.88,9.2,2.4,7,0,0,1,5,10,0,3.62,8.3,2,0,46.38,7
2014,0,2,7,0,0,0,7,10,0,1.88,7.2,2.2,7,1,0,0,6,10,2.17,1.59,8.4,2.2,1.42,46.66,6
2014,0,12,7,5,2,4,2,10,9.13,7.97,9.2,5,7,7,0,4,3,10,10,8.26,8.2,5.1,28.3,105.91,10
2012,0,13,7,2,5,0,5,10,5.65,1.3,6.8,4.1,7,4,2,0,6,10,7.97,1.59,5.7,2.9,5.58,62.8,8
2011,0,11,7,2,1,0,3,10,4.49,0.72,9.7,3.3,6,2,2,0,1,9.42,4.78,0.14,8.6,3.6,0,59,8
2014,0,5,7,7,0,6,1,10,10,9.71,9.9,5.8,7,5,1,6,1,10,8.84,9.71,9.7,5.4,36.14,118.94,10
2011,0,9,7,0,0,0,5,10,0,1.3,8.8,3.7,7,0,0,0,4,10,0,1.01,8.9,2.3,0.28,48.48,7
2010,0,7,7,2,1,0,5,10,4.49,1.3,9.1,2.8,7,1,1,0,1,10,2.46,0.14,6.8,3,0,52.34,8
2013,0,8,5,0,0,0,5,8.55,0,1.3,7.2,2.2,0,0,0,0,1,0,0,0.14,0,0,0,19.62,4
2013,0,9,7,0,0,1,6,10,0,3.91,5.9,2.4,7,1,0,0,7,10,2.17,1.88,7.5,2,3,46.07,6
2016,0,11,7,0,0,0,6,10,0,1.59,2.8,1.7,5,1,0,0,0,8.55,2.17,0,0,0,0,23.12,4
2012,0,14,6,0,4,0,4,9.42,1.01,1.01,5.7,2.4,6,2,2,0,7,9.42,4.78,1.88,8.5,2.3,2.87,49.49,6
2009,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.11,4
2012,0,1,7,2,2,0,7,10,4.78,1.88,6.8,3.1,7,0,1,0,6,10,0.14,1.59,5.3,2.8,10.22,56.46,7
2012,0,5,7,5,0,0,6,10,8.55,1.59,9.7,3.3,7,7,0,0,4,10,10,1.01,9.5,2.7,13.53,82.23,10
2009,0,11,5,0,1,0,5,8.84,0.14,1.3,10,3.9,7,0,3,0,2,10,0.72,0.43,9.1,2,0,49.62,7
2016,0,2,7,4,1,0,7,10,7.68,1.88,3.8,2.1,5,2,1,0,7,8.55,4.49,1.88,2.7,2.1,8.85,51.69,8
2013,0,1,7,0,1,0,7,10,0.14,1.88,4,2.4,7,0,1,0,7,10,0.14,1.88,4,2.6,1.89,36.86,4
2015,1,8,7,0,0,0,7,10,0,1.88,6.7,2.3,7,0,0,0,7,10,0,2.02,4,2.6,10.5,48.78,7
2011,1,14,7,1,1,0,6,10,2.46,1.59,9.8,4,7,1,1,0,7,10,2.46,1.88,8.8,2.5,1,56.41,8
2014,1,10,7,2,4,0,7,10,5.36,1.88,8.8,3.5,7,2,1,0,5,10,4.49,1.3,8.5,2.85,2.78,61.16,9
2015,0,14,6,0,0,0,6,9.42,0,1.59,7.2,2.7,6,0,0,0,5,9.42,0,1.3,2.4,2.2,4,39.48,4
2010,0,7,7,3,1,0,1,10,6.23,0.14,9.1,2.5,7,0,0,0,1,10,0,0.14,5.2,2.7,0,48.28,7
2013,1,13,7,0,2,0,7,10,0.43,1.88,4.5,2.4,7,2,1,0,7,10,4.49,1.88,6.6,2.6,3.5,46.99,6
2013,0,7,7,1,5,0,7,10,3.62,1.88,7.2,3.4,7,2,1,0,6,10,4.49,1.66,6.8,2.2,5.5,56.8,8
2014,1,4,7,2,1,0,6,10,4.49,1.59,8.2,3.4,7,1,0,0,6,10,2.17,1.59,9.5,3.35,15.92,72.31,9
2015,1,10,7,0,0,0,7,10,0,1.88,8,2.9,7,0,1,0,7,10,0.14,2.16,4.25,2.8,6.14,47.94,6
2012,0,1,7,0,0,0,6,10,0,1.59,6.8,3,7,0,1,0,7,10,0.14,1.88,5.1,2.5,9.14,49.65,6
2012,0,10,7,0,0,0,5,10,0,1.3,5.8,2.5,7,0,1,0,6,10,0.14,1.59,8.7,2.2,9.09,51.3,7
2016,1,2,6,0,1,0,6,9.42,0.14,1.59,4.6,1.6,6,1,1,0,7,9.42,2.46,1.88,1.3,0,3.07,31.49,4
2010,0,9,7,1,0,2,4,10,2.17,5.36,9.4,3.2,7,0,0,0,3,10,0,0.72,6.5,2.05,0,47.75,7
2009,1,12,7,0,0,0,5,10,0,1.3,9.2,3,7,1,2,2,5,10,2.75,5.65,6.7,2.6,2,51.16,8
2014,1,8,7,0,0,0,6,10,0,1.59,8.7,2.85,7,0,0,0,7,10,0,1.88,7.7,2.2,3.78,48.99,7
2009,0,2,7,1,1,1,2,10,2.46,2.75,10,4.6,6,2,0,0,1,9.42,4.2,0.14,8.8,3.5,18,77.62,9
2010,0,11,7,3,0,1,3,10,5.94,3.04,9.3,5.6,7,1,0,0,5,10,2.17,1.3,7.8,2.2,0,59.22,8
2010,0,13,7,2,1,1,4,10,4.49,3.33,9.2,2,5,0,3,0,2,8.55,0.72,0.43,7.7,4,0,51.69,8
2016,0,12,7,0,0,0,7,10,0,1.88,3.8,1.6,4,2,1,0,3,7.39,4.49,0.72,1,0,4.5,31.96,4
2013,1,5,7,1,1,0,7,10,2.46,1.88,7.9,2.7,7,1,0,0,7,10,2.17,1.88,9.3,2,1.25,51.55,8
2013,0,9,7,0,0,0,6,10,0,1.59,9.2,2.9,7,0,0,0,7,10,0,1.88,7.8,2,2.5,48.19,7
2013,0,2,7,0,0,0,7,10,0,1.88,4.1,2.1,7,0,0,0,7,10,0,1.88,6.5,2.2,1.5,38.22,4
2009,1,10,6,0,0,0,3,9.42,0,0.72,7.8,2.6,5,1,0,1,4,8.55,2.17,3.33,8,3.5,2,49.09,7
2011,0,11,7,3,1,0,2,10,6.23,0.43,8,2.85,7,3,3,0,0,10,6.81,0,8.9,2.6,0,58.81,8
2010,0,9,6,0,0,0,3,9.42,0,0.72,8.6,2.2,4,0,0,0,5,7.39,0,1.3,6.2,2.2,0,39.31,4
2016,1,12,7,0,3,0,7,10,0.72,2.02,3.3,2.4,7,2,2,0,7,10,4.78,1.88,2,2.8,13.56,50.78,7
2015,1,3,6,0,0,0,6,9.42,0,1.59,7.9,2.9,7,0,0,0,5,10,0,1.44,4.5,2.6,6,46.92,6
2016,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2013,0,11,7,0,0,0,7,10,0,1.88,6.5,2.2,7,1,0,0,7,10,2.17,1.88,7.8,2.4,3.25,47.29,6
2013,0,3,7,0,0,0,5,10,0,1.3,6.6,2.4,7,0,0,0,1,10,0,0.14,7.2,2.5,0.55,41.74,4
2012,1,5,7,4,0,0,6,10,7.39,1.59,8.6,5.3,7,5,2,4,2,10,9.13,7.97,8,3.5,15.19,85.25,10
2010,1,14,7,0,2,1,4,10,0.43,3.33,5.2,2.7,7,1,1,0,9,10,2.46,2.46,6,2.8,0,42.96,4
2013,0,7,2,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,4
2014,0,6,7,1,2,0,7,10,2.75,1.88,8.7,2.8,7,0,0,0,7,10,0,1.88,8.4,2.25,5.56,54.46,8
2012,1,14,7,0,2,0,5,10,0.43,1.3,8.6,2.75,5,2,0,0,5,8.55,4.2,1.3,9.2,2.3,3.79,54.07,7
2012,0,7,7,0,0,0,7,10,0,1.88,8.8,3,7,2,1,0,7,10,4.49,1.88,7.5,2,5.24,54.8,7
2015,1,10,7,0,0,0,7,10,0,1.88,7.6,2.4,7,0,0,0,7,10,0,2.3,3.6,2.6,6.14,45.19,5
2009,0,4,6,6,0,0,0,9.42,9.42,0,9.4,5,2,1,0,0,0,4.49,2.17,0,5.4,0,0,49.27,4
2012,0,10,7,0,0,0,7,10,0,1.88,7.1,4,6,1,1,1,5,9.42,2.46,3.62,8.1,2.6,9.61,58.56,8
2011,0,14,6,0,1,0,6,9.42,0.14,1.59,9.7,2.25,6,0,1,0,4,9.71,0.14,1.01,7.8,2,2.42,47.01,6
2014,0,2,7,0,2,0,6,10,0.43,1.59,6.6,2.2,7,1,0,0,7,10,2.17,1.88,8.7,2.2,3.64,48.93,7
2013,1,3,7,2,0,0,6,10,4.2,1.59,5.4,2.8,7,0,1,0,4,10,0.14,1.01,5.1,2.6,2.45,45.02,5
2012,0,7,4,0,2,0,5,7.39,0.43,1.3,9,2,7,2,0,0,7,10,4.2,1.88,6.7,2,6.82,51.91,7
2011,0,11,1,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,4
2011,1,2,7,0,0,0,4,10,0,1.01,7.8,0,5,1,0,0,5,8.55,2.17,1.3,6.7,3.1,3.14,43.35,4
2013,0,8,6,1,0,0,7,9.42,2.17,1.88,6.2,2.3,7,0,0,0,7,10,0,1.88,5.8,2.6,9.5,50.75,7
2010,0,3,7,0,0,0,3,10,0,0.72,7.2,2.5,1,0,0,0,0,2.17,0,0,0,0,0,22.68,4
2015,0,7,7,2,1,0,7,10,4.49,1.88,6.3,2.5,6,0,0,0,6,9.42,0,1.59,4,2.1,26,67.32,9
2009,1,6,7,2,0,1,4,10,4.2,3.33,8.6,2.9,7,0,0,1,3,10,0,3.04,5.7,2.4,0,47.94,7
2014,1,1,7,1,0,0,6,10,2.17,1.59,6.5,2.1,7,2,1,0,7,10,4.49,1.88,5.5,2.6,3.2,48.95,7
2014,0,7,6,0,1,0,6,9.42,0.14,1.59,8.7,2.2,7,0,0,0,5,10,0,1.3,8.3,2.23,0.64,45.07,5
2016,0,12,3,0,0,0,1,6.23,0,0.14,2.3,0,1,0,0,0,0,2.17,0,0,0,0,0,9.56,4
2015,0,4,7,7,0,4,1,10,10,7.96,8.2,5.1,7,3,0,3,4,10,5.94,7.1,3,3.5,45.25,108.88,10
2010,0,13,6,1,0,0,0,9.42,2.17,0,7.8,2.1,7,0,0,0,1,10,0,0.14,7.8,2.9,0,45.02,5
2014,1,6,7,1,4,0,7,10,3.33,1.88,6.8,3.3,7,2,0,0,7,10,4.2,1.88,6.4,2.5,6.64,56.76,8
2015,1,9,7,0,0,0,7,10,0,1.88,5.7,2.3,7,0,0,0,7,10,0,1.88,2.9,2.4,5.14,40.18,4
2009,1,9,7,1,0,5,0,10,2.17,8.55,9.5,2.8,7,0,2,3,4,10,0.43,7.1,9.2,2.5,0,54.16,8
2009,0,13,5,0,0,1,2,8.84,0,2.75,8,2.4,3,0,0,2,1,5.94,0,4.49,6.4,2.1,0,38.77,4
2010,1,1,7,0,0,1,5,10,0,3.62,7.6,4.3,7,0,0,0,7,10,0,1.88,7.4,3.1,0,48.08,7
2010,0,4,7,0,4,1,1,10,1.01,2.46,6.5,2.6,6,0,1,0,3,9.42,0.14,0.72,7.2,2.5,1.5,44.06,4
2013,0,5,6,2,0,0,7,9.42,4.2,1.88,8.7,4.7,7,1,0,0,6,10,2.17,1.59,8.4,4.4,27,86.1,10
2016,1,1,7,1,2,0,7,10,2.75,1.88,4.1,2,7,2,0,0,7,10,4.2,1.88,1.3,2.65,12.63,50.52,7
2015,0,1,7,0,0,0,2,10,0,0.43,7.7,2.3,7,1,1,0,6,10,2.46,1.73,2.1,2.1,4,41.95,4
2014,1,1,7,1,3,0,7,10,3.04,1.88,7.3,2.8,7,3,3,0,7,10,6.81,1.88,8.3,2.6,3,57.74,8
2010,0,13,7,1,0,3,2,10,2.17,6.52,9.5,2,7,0,0,0,6,10,0,1.59,7.3,2.1,0,47.37,6
2015,0,4,7,0,0,0,7,10,0,1.88,7.6,2.15,7,1,0,0,7,10,2.17,1.88,2.5,2.2,3,41.42,4
2009,0,8,7,2,0,0,1,10,4.2,0.14,7,2.2,5,0,0,0,0,8.84,0,0,4.1,2.9,1.5,42.67,4
2009,0,12,6,0,0,0,0,9.71,0,0,6.3,2,3,0,0,0,0,5.94,0,0,5.2,0,0,29.61,4
2016,0,9,7,0,0,0,7,10,0,1.88,4.1,1.9,7,0,0,0,7,10,0,1.88,2,2.8,4.57,36.57,4
2009,0,14,1,0,0,0,1,2.17,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,4
2009,0,3,7,0,0,1,5,10,0,3.62,7.5,2,7,0,0,6,1,10,0,9.71,7.9,2.5,0,45.46,6
2015,0,7,7,0,0,0,7,10,0,1.88,7,2.5,7,0,0,0,5,10,0,1.44,2.2,2.2,11,46.56,6
2013,0,11,7,0,3,0,7,10,0.72,1.88,6.5,2.1,7,0,1,0,7,10,0.14,1.88,8.8,2.2,1.75,45.2,6
2014,0,6,7,0,1,0,5,10,0.14,1.3,8.8,2.45,7,0,0,0,6,10,0,1.59,7.9,2.18,5.14,49.98,7
2015,0,5,7,0,0,0,6,10,0,1.59,7.7,2.2,7,0,0,0,7,10,0,1.88,2.3,2.1,10,45.94,6
2013,0,6,7,1,1,0,7,10,2.46,1.88,3.8,3.2,7,4,0,0,7,10,7.39,1.88,7,3.1,3.14,53.46,8
2015,1,4,7,0,0,0,7,10,0,1.88,7.1,2,7,0,1,0,7,10,0.14,2.02,4.25,2.5,9,47.62,6
2013,0,7,7,1,2,1,4,10,2.75,3.33,6.8,3.6,6,1,1,0,6,9.42,2.46,1.66,7,2.3,15,63.6,9
2014,0,3,4,0,0,0,1,7.39,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58,4
2009,1,12,0,0,0,0,0,0,0,0,7.6,2.9,2,0,0,0,0,4.2,0,0,0,0,0,17.73,4
2012,1,3,7,0,1,0,6,10,0.14,1.59,8.5,3,7,0,1,0,7,10,0.14,1.88,8.9,2.3,12.8,59.97,8
2013,1,8,7,0,0,1,5,10,0,3.62,7.2,3.6,7,1,1,0,7,10,2.46,1.88,4.5,3,1.5,46.51,6
2009,0,4,7,0,0,0,0,10,0,0,2.4,2,6,0,0,0,1,9.71,0,0.14,6.9,2.2,3,36.79,4
2014,1,12,6,0,0,0,5,9.42,0,1.3,8.4,2.4,6,2,1,0,5,9.42,4.49,1.3,9.9,2.6,0,50.9,7
2010,0,14,7,0,0,1,5,10,0,3.62,5.7,2.3,7,0,0,0,4,10,0,1.01,7.3,2.7,0,41.16,4
2009,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.11,4
2009,0,3,6,0,0,0,3,9.42,0,0.72,5.8,2,6,1,0,3,2,9.42,2.17,6.52,7.9,2.2,0,42.59,4
2011,0,2,2,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,4
2013,0,2,7,0,3,0,7,10,0.72,1.88,4.2,3.3,7,2,2,1,6,10,4.78,3.91,8.1,2.2,2.5,49.45,7
2013,0,12,7,4,2,1,5,10,7.97,3.62,8.9,2.4,5,1,2,2,5,8.55,2.75,5.65,2.2,2.3,14,63.05,9
2016,0,1,7,0,1,0,6,10,0.14,1.59,5.2,2,7,2,1,1,6,10,4.49,3.91,1.7,3,7.14,45.81,5
2015,0,10,6,0,0,0,5,9.42,0,1.3,7.4,2.2,5,0,0,0,6,8.55,0,1.59,2.4,2.1,6,40.05,4
2015,0,11,7,0,0,0,6,10,0,1.59,6.9,2.5,7,1,1,0,7,10,2.46,2.02,3.2,2.1,6.14,45.45,5
2016,1,11,7,6,0,0,6,10,9.42,1.59,6.3,3.7,7,4,1,0,7,10,7.68,1.88,9.2,3.7,15.5,82.01,10
2012,0,6,7,0,1,0,6,10,0.14,1.59,9.1,2.4,7,2,0,0,7,10,4.2,1.88,6.8,2.2,10.11,58.24,8
2013,1,2,7,0,0,0,7,10,0,1.88,5.7,2.6,7,1,2,0,7,10,2.75,1.88,7,2.3,4.5,47.64,6
2012,0,1,7,0,0,0,6,10,0,1.59,8,2.5,5,0,1,0,5,8.55,0.14,1.3,8.1,2,4.69,47.47,6
2013,1,14,7,1,4,0,6,10,3.33,1.59,8.9,3.3,7,2,4,2,5,10,5.36,5.65,7,3.3,17.5,74.43,9
2014,0,1,7,1,0,0,4,10,2.17,1.01,7.3,2.2,7,2,0,0,2,10,4.2,0.43,7,2.3,0,47.48,6
2012,0,5,7,1,1,0,6,10,2.46,1.59,8.6,2.7,7,2,0,0,6,10,4.2,1.59,4.8,2.5,3.5,51.81,7
2015,1,4,7,2,0,0,7,10,4.2,1.88,8.3,2.6,7,0,0,0,7,10,0,1.88,3.25,3.1,6,50.59,7
2015,0,14,7,3,0,0,6,10,5.94,1.59,7.8,2.3,6,1,0,0,3,9.42,2.17,0.72,2.25,2,9.25,52.65,8
2009,0,13,5,0,0,0,0,8.84,0,0,5.6,2.4,7,0,0,0,1,10,0,0.14,6.6,2.2,0,37.47,4
2015,1,6,7,0,0,0,7,10,0,1.88,7.1,3.5,6,0,0,0,7,9.71,0,2.02,3.7,3,8.3,49.11,7
2011,1,4,1,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,4
