Gender,Class,NrPS1,NrPSM1,NrPSA1,NrPCA1,NrPC1,NET1,NL1,NrPS2,NrPSM2,NrPSA2,NrPCA2,NrPC2,NET2,NL2,BS,PF
0,6,7,1,2,0,7,6.5,2.15,7,2,2,0,6,8.5,2.1,8.79,58.38
1,14,7,0,3,0,3,4.5,2.2,7,1,1,0,7,6.2,3,0,41.31
1,11,5,0,3,0,0,9.7,2.35,7,1,2,0,1,7.5,2,0,46.53
0,14,7,1,1,1,4,4.6,2.1,7,2,3,0,6,6.7,2.2,0,45.41
0,10,7,1,0,0,7,7.6,2.8,7,0,1,0,6,3.5,2.5,7,48.61
0,11,7,1,1,0,6,9.3,2.7,7,2,0,0,3,3.6,2.05,6.08,52.76
0,11,7,0,1,0,0,9.5,2.6,7,2,0,0,5,5.5,2.6,4.37,51.89
1,4,7,6,1,0,6,9.8,4.2,7,6,1,0,7,7.6,2.8,12.29,81.58
1,12,7,0,0,0,7,8.6,2.9,6,0,0,0,6,5.8,3.1,6.64,51.28
0,14,7,1,0,0,4,7.4,2.3,6,0,0,0,2,2.45,2.1,6.25,43.48
0,13,6,0,1,0,3,0,2.25,5,0,0,0,0,8.2,2.25,0,31.92
1,8,7,0,1,0,7,7.5,2.9,7,0,0,0,7,4.5,2.3,8.5,49.27
0,3,7,0,0,0,5,4.8,2.45,7,0,0,0,7,7.9,3,3.8,45.01
1,6,7,0,0,4,2,9.7,3.7,7,0,0,0,13,6.6,3.3,3,53.52
0,8,7,0,0,0,7,4,1.8,7,1,0,0,7,6,2.8,10.64,50.11
0,8,7,3,0,2,3,9.1,2.5,7,1,0,0,1,9.7,2.2,0,56.14
0,8,7,4,1,2,3,8.2,3,7,5,0,2,5,7,3.8,20.64,86.43
0,2,6,0,0,0,5,3.7,2.6,6,0,1,0,6,7,2.1,2,38.59
1,7,7,1,1,0,7,5.5,3.3,6,1,0,0,5,4.2,2.45,13.71,56.48
1,3,7,0,3,0,7,3.6,2.5,7,2,0,0,7,3.6,2.9,7.5,47.08
0,1,7,0,0,0,5,4.3,3.5,7,0,1,0,7,8,2.4,3.36,45
0,11,7,0,0,0,7,2.6,2.2,7,1,2,0,7,4.2,2,4.64,39.57
0,13,7,2,3,0,7,8.8,2.2,7,0,4,0,7,7.2,2,2.5,51.87
0,10,7,0,0,0,6,8.6,2,6,0,0,0,5,7.7,2.08,0,42.8
0,2,7,0,1,0,4,7,2.6,6,0,0,0,6,6.6,2.4,0,41.11
1,10,6,0,0,0,7,8,2.7,6,0,0,0,7,3.65,2.5,6.3,45.57
0,6,5,0,1,0,5,7.2,3,7,2,3,0,6,5.8,2.2,9.32,54.52
1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15
0,12,7,0,4,0,7,3.2,2.7,7,4,0,0,7,3,3.9,6.71,50.29
1,14,7,0,2,0,5,8.5,2.2,7,3,1,0,6,8.4,2.75,5,57.17
0,12,7,2,4,0,5,8.1,2.3,7,0,2,0,6,2.4,2.3,6.64,49.35
0,6,7,0,1,0,7,8.5,2.55,7,0,0,0,5,8.2,2.1,4.07,49.02
0,14,7,0,0,0,5,7,3.1,6,0,0,0,5,6.3,4,2,46.27
1,2,7,1,0,0,4,6.5,3.1,7,1,1,0,3,8.5,4.4,0,51.94
0,5,6,0,0,0,0,2.4,2,3,0,0,0,0,5.2,0,0,24.52
1,4,7,1,0,0,6,4.4,2.8,6,1,0,0,6,7.6,2.5,2.5,46.71
0,8,7,1,0,0,7,7.4,2.2,7,1,0,0,7,5.8,2.1,4.65,48.96
0,11,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.08
1,2,7,3,3,0,4,8.3,2.2,7,2,0,0,5,7.1,2.3,0.5,54.21
0,4,7,0,2,0,6,7,3,7,0,0,0,6,3.5,2.2,6,45.01
0,7,7,0,4,0,5,9.7,2.5,7,1,3,0,7,9.7,2.8,1.84,55.21
0,2,5,0,0,0,2,5.9,0,1,0,0,0,0,0,0,0,15.52
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,7,0,0,0,4,9.7,2.4,6,0,1,0,6,9.2,2.9,1.42,49.68
0,10,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,8.8
0,10,7,3,1,3,3,8.1,4.1,7,3,1,0,5,3.5,2.8,14.5,70.81
0,3,7,0,0,0,6,5.5,2.35,7,0,0,0,7,6.7,2.45,3,42.52
0,5,7,1,0,0,5,8.7,2.5,7,0,0,0,4,9.5,2,0,48.37
0,7,7,5,1,1,4,8.8,3.6,7,5,2,0,4,5.8,2.5,12,74.98
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,7,2,1,0,7,5.4,1.7,7,0,0,0,7,4.5,2.7,6.71,48.04
0,12,7,0,0,0,4,5.8,2,6,0,0,0,6,7.6,0,0,35.47
0,5,6,0,0,0,0,7,2.5,6,0,0,0,0,8.8,2.5,0,42.85
1,8,7,0,1,0,6,7.3,3.2,7,2,1,1,6,8.7,3.1,4.4,56.43
0,6,7,1,2,2,5,2.2,2.4,7,3,1,0,7,3.4,2.5,6.71,48.25
0,2,6,0,3,0,7,5,2.1,7,0,1,0,7,7,2.3,3.5,42.78
0,7,7,0,0,1,1,9.8,2.5,3,0,0,0,4,0,0,0,29.45
0,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.58
0,14,5,0,1,0,3,6.5,2.8,2,0,0,0,2,2.3,2.65,1.5,32.75
0,1,7,0,1,0,5,5.9,2.7,6,1,1,0,7,4.5,2.2,9.4,48.94
0,7,7,0,0,0,7,8,2.5,7,0,0,0,7,2.5,2.5,12,49.82
1,2,7,2,0,0,7,7.7,2.3,7,1,1,0,7,9.5,2.1,3.5,55.3
0,12,6,1,0,0,0,7.3,2.3,7,0,0,0,0,6,2.4,1,42.59
0,3,7,0,0,0,6,7.2,2.1,7,0,0,0,7,8,2,2.97,45.01
0,14,5,0,0,0,0,5.1,2.35,2,0,0,0,0,0,0,0,20.05
1,1,7,0,2,0,6,7.8,3.4,7,4,1,0,6,7.1,2.2,2,54.33
0,13,6,0,0,0,3,7,2.3,4,1,0,0,5,5.9,2.3,5.79,45.25
0,8,7,1,0,1,5,7.6,3.2,6,0,0,0,2,6.9,2.2,3,48.54
1,8,7,5,0,1,6,6.5,4,7,6,0,0,7,4.4,3.2,19.5,80.14
0,5,7,1,0,0,7,9.4,2.3,6,2,1,0,7,6.7,2.2,7.9,58.07
0,3,6,1,0,0,6,6.2,2.3,7,1,0,3,3,9.3,2.2,0,48.26
1,6,6,0,2,0,7,2.9,1.8,7,1,1,0,7,1.7,2.13,11.04,42.16
0,14,7,0,0,0,6,8.1,2.3,7,0,0,0,7,8.3,2.33,4.78,49.25
0,3,7,0,1,0,2,5.5,2.4,7,2,0,0,4,8.4,2.3,3.64,48.94
0,5,7,1,0,0,6,6.6,2.8,6,1,0,0,5,6.7,2.8,24,70.05
0,4,7,0,0,0,7,7.8,2.7,7,1,0,0,7,2.3,2.6,7,46.94
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,6,0,0,0,5,8.3,2.2,7,1,0,0,7,8.7,2.3,3.5,50.37
1,2,7,0,0,0,6,8.6,2.5,7,0,0,0,7,4.8,2.3,9,50.64
1,13,5,0,0,0,0,6.8,2.2,0,0,0,0,0,6.1,2.3,0,30.63
0,7,7,0,2,0,7,4.7,2.3,7,0,1,0,7,3.9,2.2,3,38.14
1,3,6,0,0,0,4,5.4,2.7,7,0,1,0,7,6.4,2.2,7.35,46.1
0,5,7,0,0,0,7,7.6,3,7,0,0,0,5,2.25,2.5,7.4,45.07
1,9,6,1,0,0,6,5.5,2.3,7,0,0,0,7,8.3,2,4,46.6
0,13,7,2,4,0,7,7,4.3,7,3,3,0,7,7.8,2.8,17,76.04
0,14,7,0,1,2,4,9.1,4.6,7,1,1,0,4,7.8,3,24,77.62
0,13,7,1,0,0,5,8.4,2.5,6,0,1,0,2,8.1,2.23,0.5,46.71
0,4,7,1,0,0,7,8.1,2.3,7,0,1,0,7,8.2,3.1,3.14,51.22
0,12,5,0,0,0,0,7,2.3,7,2,0,1,0,7.3,2.5,0,45.15
0,12,7,0,2,0,7,8.4,2.4,7,1,0,0,5,9.9,2.5,0.5,50.35
0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,7,0,0,0,5,9.2,2.2,7,0,0,0,7,9.8,2.4,1,48.6
0,11,7,0,0,0,6,8.8,3.4,6,0,0,5,2,9.7,2.3,0,50.35
0,7,5,0,0,0,4,3.4,2,4,0,0,0,1,2.6,0,2,25.46
0,6,6,0,1,0,6,8.7,2.3,7,0,0,0,7,8.1,2.25,6.64,51.18
1,7,7,5,0,2,5,8.2,3.4,6,6,0,5,2,6.5,4.1,4,71.95
0,12,7,0,0,1,5,9.1,2.9,7,1,0,0,9,6.9,2.3,0,47.79
0,12,7,5,1,0,7,7.9,3.5,7,6,0,0,7,9.9,2.8,21.14,88.62
0,2,7,1,0,0,7,5,2.1,7,0,1,0,7,3.8,2.3,4,40.95
0,2,6,0,0,0,6,6.8,2.1,7,0,1,0,7,4.8,2.2,10.14,47.74
1,6,7,1,1,0,7,6.4,2.2,7,2,0,0,7,3.4,2.8,5.21,49.53
0,8,5,0,0,0,0,3.8,0,1,0,0,0,0,0,0,0,13.01
1,14,7,0,1,0,5,7.5,2.7,7,0,1,0,5,9.2,3.1,0,46.96
0,1,7,1,0,0,6,7.8,2.7,7,0,0,0,5,4.2,2.5,6,48.42
0,4,7,0,1,0,7,2.4,1.9,7,0,0,0,7,1.6,2.6,8.71,37.59
0,9,7,1,0,0,6,6.7,2.25,7,0,0,0,10,6.2,2.8,0,43.22
0,13,7,0,0,0,7,8.1,2.2,7,0,0,0,5,2.3,2.3,12.39,49.1
1,13,7,0,0,0,7,5,2.6,0,0,0,0,0,0,0,0,0
0,9,7,0,0,0,4,7.3,2.2,7,0,1,0,7,2.6,3.3,7.5,45.22
0,3,7,2,0,1,5,4.1,2.5,7,0,0,0,7,8.5,2.28,3,47.69
0,8,7,0,0,0,7,2.6,1.9,2,0,0,0,2,2,0,4.64,25.35
0,4,6,1,3,0,6,5.8,2.75,7,2,5,0,7,6.7,2.4,2.08,50.84
0,10,7,0,1,3,3,7.2,2.7,7,1,2,3,4,7.6,2.3,2,50.62
0,10,4,0,0,0,0,7.9,2.1,2,0,0,0,1,0,0,0,22.28
0,1,7,4,3,0,6,6.8,3.2,6,0,3,0,6,5.2,2.3,1,50.18
0,2,7,0,0,0,7,5.2,2.3,7,0,0,0,7,7,2.5,3.25,42.84
0,6,6,0,0,0,6,5.5,2.8,7,2,0,0,7,1.5,2.15,7.64,45.21
0,1,7,1,1,0,7,8.3,2.7,7,3,0,0,5,9.1,2.4,2,56.87
0,6,7,2,0,0,4,9.2,4.3,7,1,0,0,4,0,3.2,1.5,48
0,6,7,0,0,0,2,6.7,2.2,6,0,0,0,0,4.3,2.4,0,36.69
0,2,7,0,0,1,5,7.1,2.8,5,0,0,0,5,7.3,2.9,15.5,58.84
0,7,6,0,1,0,5,8.3,2.2,7,2,3,0,7,7,2.05,3.5,50.63
1,5,7,0,1,0,7,6.1,2.9,7,1,0,0,7,6.6,2.3,1.8,45.03
0,13,7,0,0,0,6,6.4,2.3,7,0,0,0,6,2.4,2.25,5.14,39.97
0,6,7,1,0,0,7,3.3,1.8,7,2,0,0,7,4.3,2.6,9.06,49.07
0,9,7,0,1,0,3,9.2,2.8,7,0,0,3,4,9.6,2.1,2,51.17
1,4,7,1,1,1,6,5.8,3.3,7,1,0,0,6,9,3.83,8.78,60.76
0,13,7,6,1,1,5,4.4,3.5,4,0,0,0,5,1.4,2.03,5.5,32.06
0,13,6,0,0,0,5,9.6,2.8,7,0,0,0,0,10,2.4,0,48.71
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,7,1,2,1,5,4.4,3.9,7,1,5,1,6,7.8,2.4,3,52.53
0,12,7,0,0,0,6,8.4,2.2,7,1,0,0,5,9.3,2.1,0.5,48.04
0,12,7,0,0,0,6,6.1,2.1,7,0,0,0,6,8.8,0,5.56,43.66
0,6,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,9.05
1,2,6,0,0,0,7,8.3,2.4,6,1,0,0,7,9.5,2.1,3.5,51.08
0,12,7,3,1,0,6,8.1,2.8,6,1,2,0,6,2.8,2.2,3,49.87
0,1,7,0,0,0,3,3.6,2.4,7,0,0,0,4,3.8,2.9,0,33.96
0,8,7,0,0,0,5,2.8,2,5,1,0,0,5,2.5,0,4.64,31.99
1,7,7,3,3,0,7,9,2.5,7,6,1,0,7,9,2.1,13.37,76.38
0,11,6,0,0,0,5,6.4,2.3,7,0,2,0,7,3.3,2.05,4,39.88
0,11,2,0,0,0,0,5.4,0,4,0,0,0,0,7.6,0,0,24.94
0,8,7,0,0,0,0,8.6,2.6,7,0,0,0,0,5.5,3.4,0,43.13
0,7,7,1,0,0,4,9.7,2.2,7,0,3,0,6,9.5,2.5,0.7,51.47
0,12,7,0,1,1,1,9.1,2.3,7,0,0,1,5,9.2,2,0,47.06
0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37
0,10,7,0,0,0,7,5.6,4.8,7,0,0,0,7,8,2.2,2.25,47.44
0,4,7,0,0,0,3,6.4,2.1,3,0,0,0,2,0,0,7,30.92
1,6,7,1,4,0,7,6.1,2.6,6,0,5,0,6,2.8,3,9,49.94
0,11,7,5,1,1,5,6.5,2.5,7,5,0,0,6,7.2,2.5,5.5,65.07
1,3,7,2,2,0,7,8.4,2.8,7,2,0,1,6,5.25,2.6,6,58.6
1,2,7,2,2,0,7,5.8,2,6,3,0,0,7,2.2,2.38,6.85,51.28
0,3,7,0,0,0,5,8.2,2.2,7,1,0,0,6,7.8,2.1,1.5,46.92
0,14,7,3,4,1,5,9,2.7,7,4,2,0,5,8.2,2.8,3.89,66.32
1,9,7,4,3,1,5,7.4,3.4,6,2,1,0,6,4.8,3.1,29.75,86.14
0,2,7,0,0,0,5,7.6,2.2,7,0,0,0,6,5.8,2.3,6,47.22
0,14,7,0,0,0,3,7.9,3,7,0,0,1,5,8.4,2.2,0,45.56
1,3,7,2,1,0,6,8.5,2.9,7,1,0,0,4,9,2.13,1.14,54.13
1,3,6,3,0,0,4,8.3,2.5,7,5,0,3,4,9.5,2.4,0,61.91
0,7,7,1,2,0,7,6.1,5.3,7,0,1,0,7,4.1,2.9,26.5,72.73
0,1,7,6,0,1,2,8.7,5.3,7,6,0,2,1,8,7.8,16,95.45
1,8,7,1,0,0,1,9.3,2,6,2,0,0,1,4.3,3.5,2,49.85
1,8,7,1,0,0,6,9.5,3.25,7,1,0,0,7,6.6,2.15,1,50.78
0,13,7,2,1,2,3,9.4,2.7,7,1,1,0,0,7.7,2.3,0,53.34
1,5,7,1,2,0,5,7,2.6,7,0,4,0,7,8.4,3.9,10.04,60.22
0,7,7,0,0,1,3,8.6,2.6,6,0,0,0,5,6.5,2.5,0,43.45
1,13,7,0,0,0,7,3.9,1.9,0,0,0,0,0,0,0,0,0
1,2,7,0,0,0,6,6.1,2.2,7,1,0,0,7,6.6,2.1,3.64,45.08
0,4,6,0,1,0,6,9,2.95,6,0,0,0,5,5.6,2.8,0,43.31
0,4,7,0,2,0,7,8.3,4.1,7,0,0,0,7,3.8,3.2,8,52.42
0,4,6,0,0,0,4,8.3,2.5,2,0,0,0,2,0,0,0,25.33
0,11,5,0,0,0,3,6.7,2.1,7,1,0,0,7,7,2.4,1.7,43.43
1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63
1,3,7,0,0,0,4,7.9,2.3,7,1,0,0,7,6.8,2.6,2.14,46.98
0,13,7,1,1,3,2,8,3.3,7,2,4,2,4,6.4,3.5,2,57.69
0,6,7,0,2,0,4,7.7,2.9,7,1,1,0,7,8,2.4,2.06,49.57
0,12,6,0,0,0,5,5,2.4,7,2,1,3,2,7,2.8,0,45.11
0,13,7,0,0,0,4,9,2.25,7,2,1,0,6,4.2,2.2,6.79,51.22
1,6,6,0,2,0,5,9.6,3.7,7,2,2,0,7,8.6,2.9,0.98,55.85
0,7,7,2,0,0,3,9.7,2.4,7,0,1,0,0,7.9,2.5,0,50.1
0,10,7,0,0,0,7,4.4,2.1,7,1,0,0,5,4.8,4.8,10.64,52.53
1,9,7,0,0,0,7,2.9,1.8,7,0,0,0,7,1.4,2.2,4.5,32.86
0,5,6,1,0,0,2,5.8,1.9,6,0,0,0,5,1,2.4,7.71,41.06
1,4,7,0,2,0,7,8,3,7,0,0,0,7,4.25,3.2,7,49.8
0,4,5,0,0,0,6,6.9,2.2,6,0,0,0,6,6.3,0,3,37.62
1,4,7,0,2,0,7,7.6,2.9,7,1,0,0,7,4,2.1,8,50.27
0,7,7,2,2,0,6,3.2,2.2,7,3,1,0,7,7.8,2.3,3.39,51.89
0,5,7,0,0,0,4,9.7,2.1,5,0,0,0,6,9,2.3,2.14,47.78
0,4,7,0,0,0,3,8.4,3.2,5,1,0,0,4,0,2.7,6,43.34
0,13,7,0,0,0,0,4.2,3,7,0,0,0,5,7,2.5,1.5,40.45
0,14,7,2,4,0,7,5.2,1.8,5,3,0,0,5,4,2.03,6.42,51.46
0,1,3,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,10.94
0,1,7,2,0,0,7,8.1,2.6,6,0,1,0,5,7.8,2.2,14.51,62.7
0,14,6,0,0,0,1,7,2.2,5,0,0,0,5,6.9,2.2,0,38.91
1,13,7,0,1,3,3,6.6,2.95,7,0,2,0,13,7.6,2.6,0,45.64
1,14,7,2,0,0,7,7.5,3.9,6,1,2,0,7,8.8,2.2,3.5,57.01
0,9,4,0,0,0,0,0,2.7,2,0,0,0,0,0,0,0,13.42
0,10,7,0,0,0,6,4.6,2,7,0,0,0,7,1.9,3.1,7.64,40.77
1,10,7,1,0,0,7,7.9,3.3,7,1,2,1,6,7.1,2.4,13.59,63.68
0,14,7,0,0,0,6,3.1,2.1,3,0,0,0,3,0,2,0,23.58
1,3,7,6,0,2,4,9.3,5,7,5,1,4,1,8,6.1,20.28,97.85
0,4,7,0,0,0,7,7.8,2.3,7,2,0,0,6,2.3,2.1,6,46.44
0,14,7,0,1,2,4,7.2,2.8,7,1,0,0,6,7.2,2.4,0,46.15
0,3,7,4,2,2,4,7,9,7,1,4,5,2,8.5,5.6,26.5,101.35
1,2,7,2,1,0,4,9.2,2.6,7,1,0,0,3,7.1,2.6,10.14,61.71
0,11,7,0,1,0,5,8.3,2.3,7,1,1,0,6,2.3,2.1,2,41.39
0,14,5,0,0,0,3,2.4,1.7,2,0,0,0,0,0,0,0,15.82
0,10,7,0,0,0,6,7.4,2,6,0,0,0,6,2.2,2.1,6,40.6
0,10,7,0,0,0,6,7.8,2.3,7,0,0,0,6,2.6,2.5,6,43.26
0,3,7,1,1,0,7,7.7,2.45,7,1,0,0,7,8.3,2.2,5.5,54.21
1,10,7,0,0,0,7,8,2.3,7,0,0,0,7,5.5,2.7,6.14,48.44
0,10,7,4,1,2,5,9.5,7.5,7,0,2,0,1,7.8,5.3,23.25,91.83
1,6,7,4,1,1,6,6.2,2.4,6,2,1,0,5,4.4,2.2,9.64,59.88
0,14,7,0,1,0,6,6,2.3,7,0,2,0,7,7,2.8,1.25,42.88
0,13,7,0,0,0,6,4.9,2.4,7,0,2,0,4,7,2,1.5,40.16
0,3,7,0,0,0,5,8.5,2.6,7,0,0,0,6,9.1,2.1,1.25,47.2
1,5,7,1,2,1,6,7,4.1,6,1,0,0,4,5.25,2.3,11,58.97
1,8,7,0,0,0,6,6.8,3.6,7,0,0,0,7,5.9,2.5,4.45,46.87
1,14,7,3,3,0,7,9.2,3.4,7,2,2,0,7,8.1,2.6,7,66.66
0,6,7,0,0,0,6,7.5,2.25,6,0,1,0,6,9.5,2.7,3.5,49.13
0,4,7,0,0,0,3,4.7,2.1,6,0,0,0,0,8,0,0,34.3
1,12,7,0,3,0,7,7,3.1,7,1,4,0,7,9.7,2.8,2.92,54.11
0,5,6,0,0,0,0,6.2,2.2,5,0,1,0,4,0,0,0.28,25.75
1,6,7,0,0,0,7,5.7,2.2,7,2,0,0,7,4.6,2.25,10.06,51.79
0,3,7,0,0,0,5,2.3,1.8,4,0,0,0,0,1,0,4.5,25.37
0,7,6,0,0,0,6,6.2,2.4,6,0,1,1,5,5,2.4,2,40.41
0,1,7,2,2,0,6,6.5,2.2,6,4,1,0,3,9.5,2.1,2,57.13
0,3,7,0,0,0,4,9.8,2.5,7,1,0,0,4,6.6,2.8,0,47.45
0,13,7,0,0,0,7,5.2,2.35,7,1,0,0,7,8,2.13,3.5,45.95
0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6
0,3,7,0,0,0,5,6.5,2.6,7,0,0,0,6,5.5,2.1,1.5,40.45
0,8,7,0,0,0,5,7.2,2.3,7,0,0,0,7,6.8,2.2,4.3,45.47
0,8,7,0,0,0,7,6.1,2.9,7,0,0,0,7,2.5,2.4,8.14,44.17
1,13,7,0,0,0,5,8.5,2.1,4,0,1,0,3,0,0,0,27.99
0,4,7,0,0,0,4,7.6,2.1,6,0,0,0,6,7.1,2.5,0.28,41.92
1,5,7,4,0,0,6,6.2,4,7,1,0,0,7,6.3,2.5,1.3,53.73
1,2,7,1,0,0,7,6.2,2.4,6,0,1,0,6,6.7,2.1,4.92,46.66
0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,7,2,1,2,4,8.1,3.1,7,4,0,1,5,8.3,2.7,2.89,62.67
0,9,7,1,0,0,5,9.5,2.2,7,0,0,0,8,7.5,2.2,0,46.99
0,5,7,0,0,0,0,9,2.2,7,0,1,0,4,9.3,2.4,2.14,48.46
0,7,7,1,3,0,7,6.6,2.6,7,0,0,0,6,2.3,2.55,27,66.61
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,7,0,0,0,7,7.2,2.6,7,0,0,0,7,2.8,3,6.14,44.37
0,3,7,1,0,0,7,8.4,2.4,6,0,0,0,7,9.4,2,1.14,48.77
1,2,7,0,0,0,7,8.4,2.5,7,0,1,0,7,5.9,2.2,9.3,52.41
0,4,7,0,0,0,0,9.4,2.2,7,0,0,0,1,8,2.5,0,45.01
0,1,7,1,0,0,7,2.9,1.8,7,3,2,0,7,1.45,2.8,7.71,45.79
0,8,7,0,0,0,7,3.8,1.8,7,0,0,0,7,2.9,2.7,8.64,41.16
0,7,7,1,0,0,7,4,2.5,7,1,1,0,6,5.8,2.3,2.75,43.92
0,1,7,2,0,0,1,7.8,2.1,7,1,0,0,2,6.5,2.2,0.42,47.33
0,14,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13.42
0,2,7,0,0,0,6,8.3,2,7,1,0,0,7,9.6,2.1,3.5,51.09
0,10,6,0,0,0,7,8.8,2.45,7,0,0,0,7,8.4,2.18,5.28,50.61
0,10,7,0,0,0,7,6.2,2.4,7,1,0,1,5,6.5,2.3,9.06,51.71
0,10,6,0,0,0,5,7.5,2.4,7,0,0,0,7,2.3,2.2,3.14,38.86
0,2,7,2,1,0,7,6.8,2.9,7,1,1,0,6,7,2.5,8.35,57.87
0,12,6,0,0,0,1,8.1,2.2,7,1,1,0,1,7.8,2.6,4.32,49.69
0,11,6,2,0,0,2,6.1,2.2,7,1,1,0,3,4.8,2.8,1.14,45.03
0,11,7,0,1,0,6,8,2.7,7,1,0,0,7,9.2,2.2,5.5,53.75
0,14,5,0,0,0,4,8.4,2.4,7,0,0,0,7,9.8,2.2,0,45.65
0,4,7,2,2,0,7,8.4,2.6,7,2,4,0,7,5.1,2.3,7,58.53
1,14,7,2,2,0,0,9.8,3.1,7,2,2,0,0,9.4,2.45,0,58.27
0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63
0,10,7,0,0,0,7,4.2,2.2,6,0,1,0,7,1.5,0.4,8.5,36.29
0,9,7,0,0,0,6,5.5,2.3,7,0,0,0,6,4,2.4,7,43.3
0,4,7,0,0,0,5,2.1,2,6,0,0,0,1,5.4,2,0,31.3
0,14,7,2,2,0,5,5.2,4.6,7,3,3,0,7,7.8,3.1,2.14,59.25
0,6,6,0,0,0,7,3.3,1.7,6,0,0,0,4,1.6,2.6,4.5,33.09
1,5,7,1,1,0,2,6,3.5,7,1,2,0,4,8.8,2.9,3.42,53.69
0,3,7,5,0,0,7,5,2.4,7,4,0,1,6,5.8,2.3,6.35,60.46
0,10,6,0,0,0,5,6.5,0,1,0,0,0,0,0,0,0,17.14
1,1,4,0,0,0,0,0,3.1,7,0,0,0,0,1.8,2.9,0,25.79
1,4,7,3,1,0,7,6,2.7,7,0,3,0,7,4.5,3.2,7.64,54.67
1,5,7,0,0,0,4,9.5,2.9,6,0,0,0,1,6.8,4.2,0,47.65
0,6,7,0,0,0,6,4.2,2.7,7,1,0,0,7,8.2,2.5,1.25,43.89
0,8,7,0,0,0,3,8.2,4.2,7,1,0,0,0,5.2,3,0,46.7
0,2,7,1,0,0,6,6.9,3.9,7,0,0,0,7,7.3,4.5,3,53.49
0,6,6,0,0,0,6,7.9,2.4,3,2,0,0,3,5.2,2.1,4.46,45.01
1,12,7,2,5,0,7,8.4,2.6,7,4,2,0,7,9.9,2.6,6.64,68.18
0,8,7,3,1,1,6,8,3.3,7,2,2,0,2,6.4,3.2,15.06,71.53
0,7,7,0,1,0,7,5.2,2.7,6,0,0,0,7,1.8,2.7,27,61.09
0,7,7,0,3,0,7,8.7,2.6,6,2,1,0,7,7.8,2.5,4,54.48
0,3,4,0,0,0,1,0,2,4,0,0,0,0,1,0,0,15.94
1,5,7,0,3,0,6,8.6,3.9,7,2,4,0,6,5.1,2.5,4.66,54.86
0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63
0,9,7,2,1,0,7,6.9,2.6,7,0,0,0,7,3.75,2.3,6.64,49.36
0,6,6,0,0,0,0,9.7,2.1,6,0,1,0,0,8.7,2.3,2,46.97
0,2,7,0,0,0,7,7.4,3.1,7,0,0,0,7,6.8,3.1,2.14,46.68
0,9,6,0,1,0,1,7.5,2.7,4,0,2,0,4,5.3,3,0,39.66
1,14,5,0,1,0,3,8.4,2.35,5,0,0,0,5,8.6,2.4,2.28,46
0,4,7,1,1,1,6,4.5,2.1,7,1,0,0,7,1.3,2.5,13.85,50.41
0,3,7,3,1,2,3,8.5,4.6,7,2,1,1,6,8.6,5,0,66.14
0,9,7,0,0,0,7,3.1,1.9,6,0,0,0,6,1.9,2.4,4.5,33.81
1,2,7,0,0,0,6,6.7,4.4,7,0,0,0,7,7.7,3.5,0,47.69
0,5,7,1,2,0,6,6.6,2.6,7,0,0,0,7,8.6,2.33,3,49.25
0,10,7,0,0,0,7,6,2.2,7,0,0,1,4,8.3,3.6,2,46.33
0,12,7,1,2,0,7,2.6,1.8,7,3,0,0,7,1.2,2.3,10.71,47.22
0,10,7,2,1,0,7,5.3,2.4,7,0,0,0,7,2.8,5.7,7.71,52.44
0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.78
0,4,7,1,0,0,5,5.6,3.9,6,3,0,1,6,7.6,4.6,5,60.57
1,4,7,0,0,0,6,7.9,2.6,7,0,0,0,7,3,2.4,6,44.39
0,5,7,0,1,1,4,4.5,3.7,6,0,0,2,4,9.2,5,2,51.23
1,6,5,0,0,0,1,8.2,0,0,0,0,0,0,0,0,0,16.8
1,11,7,4,3,0,7,9.8,4.5,7,6,0,0,7,7,3,8.82,76.57
0,13,7,0,1,4,1,7.6,3.1,7,0,0,3,4,9,2.3,0,49.04
0,11,7,0,0,0,6,9.2,2.7,7,2,0,0,4,6.2,2.1,6.37,53.87
